original_text,summary
this may be a simple question but we have a number of pc s which we use to link to a mainframe using novell lan workplace for dos via windows 3 1 now to make life easier for us we are thinking of using windows for workgroups to allow file sharing across our pc network now does anyone know if it is possible to use w4wg and lan workplace for dos at the same time ie can i access a file on another pc while being logged on to the mainframe at the same time simultaneously any help well appreciated,this may be a simple question but we have a number of pc s which we use to link to a mainframe using novell lan workplace for dos via windows 3 1 now to make life easier for us we are thinking of using windows for workgroups to allow file sharing across our pc network now does anyone know if it is possible to use w4wg and lan workplace for dos at the same time ie can i access a file on another pc while being logged on to the mainframe at the same time simultaneously any help well appreciated
i am trying to find out anything i can about available documentation for iges and e00 arc info formats if you know anything about these formats or just one please send me a note i don t read this group so please send responses to mike prc utexas edu thank you,i am trying to find out anything i can about available documentation for iges and e00 arc info formats if you know anything about these formats or just one please send me a note i don t read this group so please send responses to mike prc utexas edu thank you
while i do not speak for peter tattam i am fairly sure he is planning a winsock compliant version while this will definitely not make the initial public release of wintrumpet it will follow on shortly thereafter currently wintrumpet is in very late beta it looks like an excellent product with several features beyond the dos version wintrumpet supports the trumpet tcp novell lwp and there is also a direct to packet driver version that some people are using with the dis pkt shim ashok,while i do not speak for peter tattam i am fairly sure he is planning a winsock compliant version while this will definitely not make the initial public release of wintrumpet it will follow on shortly thereafter currently wintrumpet is in very late beta it looks like an excellent product with several features beyond the dos version wintrumpet supports the trumpet tcp novell lwp and there is also a direct to packet driver version that some people are using with the dis pkt shim ashok
yep alchemy works fine on my tseng400 dac but i think i remember reading that it only displays in 15 bit or so of course that s still 32k colors which is nothing to sneeze at use the v flag neal miller why not go mad millernw craft camp clarkson edu clarkson university ford prefect dark craft camp clarkson edu,yep alchemy works fine on my tseng400 dac but i think i remember reading that it only displays in 15 bit or so of course that s still 32k colors which is nothing to sneeze at use the v flag neal miller why not go mad millernw craft camp clarkson edu clarkson university ford prefect dark craft camp clarkson edu
hello a friend a mine has a commodore 386sx and we ve put in that machine a second harddisk he now has 100 200 mb but the problem is that the 200mb harddisk isn t supported in the bios alas there s no user type 47 in the setup at the moment we use it as a 193mb type but there are getting bad blocks on the harddisk question who knows a solution to this i ve seen a small program for this once in the byte but i haven t been able to find this would speedstor or diskmanager work for this i used these programs quite a lot in the xt days but i don t have these anymore seagate used to ship diskmanager with each drive they sold help will be greatly appreciated,hello a friend a mine has a commodore 386sx and we ve put in that machine a second harddisk he now has 100 200 mb but the problem is that the 200mb harddisk isn t supported in the bios alas there s no user type 47 in the setup at the moment we use it as a 193mb type but there are getting bad blocks on the harddisk question who knows a solution to this i ve seen a small program for this once in the byte but i haven t been able to find this would speedstor or diskmanager work for this i used these programs quite a lot in the xt days but i don t have these anymore seagate used to ship diskmanager with each drive they sold help will be greatly appreciated
while there are too many ps clones to count some of which are quite poor trying to clone something that goes through regular modifications does require some patience three questions come to mid real quick for something like this q which version of adobe ps will we clone aside from the level 1 and level 2 issues adobe has in the past released new code that incorporates modifications upgrades fixes just as all other software vendors do the level 2 stuff may seem sound now but i assure you changes will become more frequent as their customer list begins to dwindle in the face of competition this allows them to shift people to maintenance as well as design efforts for level 3 q do we duplicate the bugs or do we make it work correctly from the laserwriter to the laserjet 4 there have been bugs if i had a number to call at hp or adobe they ld have heard from me deciding which approach to take depends on which printer you want to emulate q do we follow the red book or do we follow someone s implementation without a doubt there are differences between the red book and adobe s ps with level 2 many issues have been refined but the red book does leave big big holes in the implementation specific stuff it would be nice it the red bood at least pined things down enough so that two different implementations of adobe s ps don t do the exact opposite given an identical set of conditions q pscript drv having done a lot of ps clone testing myself the unfortunate side of testing is the limited number of sources for test files the primary source we use is genoa and having characterizes their 1992 ps ats files 1300 of them over half are taken from pscript drv it may not ideal but the ats files are what the printer vendors use i m sure that adobe uses them too but adobe s output is by definition correct even if its wrong yes there are some very poor clones we ve seen them here at rastek a sub of genicom which has its own clone called geniscript some are poor for lack of design some are poor because they followed the red book and some are poor because the vendors don t know what ps is,while there are too many ps clones to count some of which are quite poor trying to clone something that goes through regular modifications does require some patience three questions come to mid real quick for something like this q which version of adobe ps will we clone aside from the level 1 and level 2 issues adobe has in the past released new code that incorporates modifications upgrades fixes just as all other software vendors do the level 2 stuff may seem sound now but i assure you changes will become more frequent as their customer list begins to dwindle in the face of competition this allows them to shift people to maintenance as well as design efforts for level 3 q do we duplicate the bugs or do we make it work correctly from the laserwriter to the laserjet 4 there have been bugs if i had a number to call at hp or adobe they ld have heard from me deciding which approach to take depends on which printer you want to emulate q do we follow the red book or do we follow someone s implementation without a doubt there are differences between the red book and adobe s ps with level 2 many issues have been refined but the red book does leave big big holes in the implementation specific stuff it would be nice it the red bood at least pined things down enough so that two different implementations of adobe s ps don t do the exact opposite given an identical set of conditions q pscript drv having done a lot of ps clone testing myself the unfortunate side of testing is the limited number of sources for test files the primary source we use is genoa and having characterizes their 1992 ps ats files 1300 of them over half are taken from pscript drv it may not ideal but the ats files are what the printer vendors use i m sure that adobe uses them too but adobe s output is by definition correct even if its wrong yes there are some very poor clones we ve seen them here at rastek a sub of genicom which has its own clone called geniscript some are poor for lack of design some are poor because they followed the red book and some are poor because the vendors don t know what ps is
ok i have a question why why do people copy the article and the only new thing they add to the post is there name i m not picking on this person i ve seen a few of these is it just a mistake am i missing something is it some unknown net equette i missed somewhere i skip over all the quoted material since i ve already read it and look for the non quoted material and all i get is the name addition is this supposed to me i agree or i second this or what sorry,ok i have a question why why do people copy the article and the only new thing they add to the post is there name i m not picking on this person i ve seen a few of these is it just a mistake am i missing something is it some unknown net equette i missed somewhere i skip over all the quoted material since i ve already read it and look for the non quoted material and all i get is the name addition is this supposed to me i agree or i second this or what sorry
,
i have some color gifs which i would like to archive in a much smaller size using a grayscale palette of 16 shades the quantization to 16 grays introduces some ugly bands in the pictures which can be nicely eliminated by dithering up to now i have used xv to process the images but now i would like to automate the procedure the problem is that xv can t i think convert images automatically and the obvious alternative pnmplus ppmquant and pnmdither don t even get close to xv s quality pnmdither apparently dithers in rgb even though the images are in grayscale the dithering routine in xv seems to use the natural image colors for the dither is this or any similar routine available in the public domain if so where,i have some color gifs which i would like to archive in a much smaller size using a grayscale palette of 16 shades the quantization to 16 grays introduces some ugly bands in the pictures which can be nicely eliminated by dithering up to now i have used xv to process the images but now i would like to automate the procedure the problem is that xv can t i think convert images automatically and the obvious alternative pnmplus ppmquant and pnmdither don t even get close to xv s quality pnmdither apparently dithers in rgb even though the images are in grayscale the dithering routine in xv seems to use the natural image colors for the dither is this or any similar routine available in the public domain if so where
ok so i ve heard about comtrade gateway tc and various others what about your impressions dealings with dell ariel design austin insight royal and hd computers responses by e mail are preferred because they reduce usenet bandwidth i will summarize the responses with another posting in a week blake buhlig colorado state university bb760597 longs lance colostate edu electrical computer engineering,ok so i ve heard about comtrade gateway tc and various others what about your impressions dealings with dell ariel design austin insight royal and hd computers responses by e mail are preferred because they reduce usenet bandwidth i will summarize the responses with another posting in a week blake buhlig colorado state university bb760597 longs lance colostate edu electrical computer engineering
try swapping the phone cables in the back of the modem,try swapping the phone cables in the back of the modem
i have a little answer see foley van dam feiner and hughes computer graphics principles and practice second edition if people would read this book 75 percent of the questions in this froup would disappear overnight spl,i have a little answer see foley van dam feiner and hughes computer graphics principles and practice second edition if people would read this book 75 percent of the questions in this froup would disappear overnight spl
i don t know about canada but i have heard from people doing translation work in papua new quinea that they like them and have had good response on service another is seriously considering buying one,i don t know about canada but i have heard from people doing translation work in papua new quinea that they like them and have had good response on service another is seriously considering buying one
as most of you know we have recently changed our standard vesa local bus video card from our own ncr based card to the new diamond stealth 24 vlb card for packages 2 3 and 4 package 1 still has the ncr screamer we also have added the 149 upgrade from the stealth 24 or ncr to the diamond viper to our product list below are the comparisons of the different cards in the configurations we will offer ncr stealth 24 vlb viper vlb 64ox480 colors 16 256 16 256 32k 64k 16 7m 16 256 32k 64k 16 7m 8oox6oo colors 16 256 16 256 32k 64k 16 256 32k 64k 1024x768 colors 16 256 16 256 16 256 1280x1024 colors 16 16 16 video processor ncr 77c22e s3 86c805 weitek power 9000 video ram 1m 1m 1m max ram addressable by vid processor 3m 2m 2m ram type dram dram vram user ram upgrade no no sockets no no sockets yes thru diamond 64ox480 refresh 60 72 hz 60 72 hz 60 72 hz 8oox6oo refresh 56 72 hz 56 72 hz 56 72 hz 1024x768 refresh 44 70 hz 43 72 hz 43 72 hz 128oxl024 refresh 43 hz 43 60 hz 43 74 hz 26 pin vesa feature connector no yes no conflict with x2e8 port addr com4 no yes no drivers for win 3 1 yes yes yes acad 9 10 11 yes yes yes acad 12 no yes yes vesa yes yes yes os 2 winnt no no no win 3 1 winmarks 10 5m 21 m 50m l viper vlb with 2m of video ram also gives 8oox6oo 16 7m 1024x768 32k 64k and 1280xl 024 256 color s3 based cards since they are downward compatible will have the conflict with 2e8 diamond admits conflict will exist with the stealth 24 the prelim viper manual incorrectly lists the s3 port addresses no conflict autocad 12 drivers are now currently available for stealth speedstar 24x stealth 24 vlb and viper vlb they can only be obtained from diamond tech support 408 736 2000 and not on any bbs os 2 2 0 is supported for standard vga for all cards svga drivers available in the near future windows nt is not released yet and no drivers are available currently diamond hopes to have all current products supported in the win nt release on the nt disks,as most of you know we have recently changed our standard vesa local bus video card from our own ncr based card to the new diamond stealth 24 vlb card for packages 2 3 and 4 package 1 still has the ncr screamer we also have added the 149 upgrade from the stealth 24 or ncr to the diamond viper to our product list below are the comparisons of the different cards in the configurations we will offer ncr stealth 24 vlb viper vlb 64ox480 colors 16 256 16 256 32k 64k 16 7m 16 256 32k 64k 16 7m 8oox6oo colors 16 256 16 256 32k 64k 16 256 32k 64k 1024x768 colors 16 256 16 256 16 256 1280x1024 colors 16 16 16 video processor ncr 77c22e s3 86c805 weitek power 9000 video ram 1m 1m 1m max ram addressable by vid processor 3m 2m 2m ram type dram dram vram user ram upgrade no no sockets no no sockets yes thru diamond 64ox480 refresh 60 72 hz 60 72 hz 60 72 hz 8oox6oo refresh 56 72 hz 56 72 hz 56 72 hz 1024x768 refresh 44 70 hz 43 72 hz 43 72 hz 128oxl024 refresh 43 hz 43 60 hz 43 74 hz 26 pin vesa feature connector no yes no conflict with x2e8 port addr com4 no yes no drivers for win 3 1 yes yes yes acad 9 10 11 yes yes yes acad 12 no yes yes vesa yes yes yes os 2 winnt no no no win 3 1 winmarks 10 5m 21 m 50m l viper vlb with 2m of video ram also gives 8oox6oo 16 7m 1024x768 32k 64k and 1280xl 024 256 color s3 based cards since they are downward compatible will have the conflict with 2e8 diamond admits conflict will exist with the stealth 24 the prelim viper manual incorrectly lists the s3 port addresses no conflict autocad 12 drivers are now currently available for stealth speedstar 24x stealth 24 vlb and viper vlb they can only be obtained from diamond tech support 408 736 2000 and not on any bbs os 2 2 0 is supported for standard vga for all cards svga drivers available in the near future windows nt is not released yet and no drivers are available currently diamond hopes to have all current products supported in the win nt release on the nt disks
i need to be able to cause a beep but without using any interrupt routines as i cannot use the bios i believe that the pic might have something to do with it but i m having troubles deciphering the information i have on it to figure out how to program it i m programming all of this in turbo c if that makes any diference at all please can anyone help me thanks,i need to be able to cause a beep but without using any interrupt routines as i cannot use the bios i believe that the pic might have something to do with it but i m having troubles deciphering the information i have on it to figure out how to program it i m programming all of this in turbo c if that makes any diference at all please can anyone help me thanks
i m waiting for june first to roll around when i can then get my hands on pc solaris unix for the intel chip i know that there are many of other unix possibilities out there but this includes the wabi windows api binary interface i think technology that wil run windows apps straight outta da box if this flies in enhanced mode then here s another contender to look out for in the corporate education market too big and complex for the home front windows 4 mac sys7 will take those while win4wkgrps nt os 2 will fight it out for the small to mid businesses however once the powerpc becomes available especially in laptop notebook form then these will migrate into all markets the ability to connect up to a unix machine at work and yet still run windows mac apps at home is going to be real attractive to alot of people just my predictions mike,i m waiting for june first to roll around when i can then get my hands on pc solaris unix for the intel chip i know that there are many of other unix possibilities out there but this includes the wabi windows api binary interface i think technology that wil run windows apps straight outta da box if this flies in enhanced mode then here s another contender to look out for in the corporate education market too big and complex for the home front windows 4 mac sys7 will take those while win4wkgrps nt os 2 will fight it out for the small to mid businesses however once the powerpc becomes available especially in laptop notebook form then these will migrate into all markets the ability to connect up to a unix machine at work and yet still run windows mac apps at home is going to be real attractive to alot of people just my predictions mike
i used this combination for a while a qcr z recorder i think and as far as i remember corel can export in scodal scd format just select export on the main file menu this may not be implemented in earlier versions of course in which case you re on your own also i seem to think that the s w for the qcr z at the time did strange and very undesirable things if any part of the pic was outside the screen area on corel i once spent an afternoon painfully discovering that one pixel had somehow strayed off screen causing my whole slide to be blank the qcr z also couldn t handle grad fill over grad fill so if you use a graduated colour background if you then grad fill an object on top of this the fill appears on the final slide as a circle i think and totally ignores the shape of the object being filled of course if the recorder isn t a qcr you can ignore all this and feel suitably,i used this combination for a while a qcr z recorder i think and as far as i remember corel can export in scodal scd format just select export on the main file menu this may not be implemented in earlier versions of course in which case you re on your own also i seem to think that the s w for the qcr z at the time did strange and very undesirable things if any part of the pic was outside the screen area on corel i once spent an afternoon painfully discovering that one pixel had somehow strayed off screen causing my whole slide to be blank the qcr z also couldn t handle grad fill over grad fill so if you use a graduated colour background if you then grad fill an object on top of this the fill appears on the final slide as a circle i think and totally ignores the shape of the object being filled of course if the recorder isn t a qcr you can ignore all this and feel suitably
i tried to install a foreign language windows application that required a file named winnls dll i checked all of my windows 3 1 installation disks for this file but could not find it does anybody have any idea what this file is for and where one could get it from,i tried to install a foreign language windows application that required a file named winnls dll i checked all of my windows 3 1 installation disks for this file but could not find it does anybody have any idea what this file is for and where one could get it from
thanks steve for your helpful and informative comments on mac stereo sound too bad some developers aren t addressing the problem this did make my trusty old mac ii superior to the quadra i replaced it with in one way though thanks,thanks steve for your helpful and informative comments on mac stereo sound too bad some developers aren t addressing the problem this did make my trusty old mac ii superior to the quadra i replaced it with in one way though thanks
does anyone out there have any info on the up and coming fall comdex 93 i was asked by one of my peers to get any info that might be available or could anyone point me in the right direction any help would be appreciated it s in las vegas as always between november 16th and 20th for more information contact the interface group 300 first avenue needham ma 02194 2722 sorry no phone number available consult directory service in massachusetts for the number 617 508 or 413 willy,does anyone out there have any info on the up and coming fall comdex 93 i was asked by one of my peers to get any info that might be available or could anyone point me in the right direction any help would be appreciated it s in las vegas as always between november 16th and 20th for more information contact the interface group 300 first avenue needham ma 02194 2722 sorry no phone number available consult directory service in massachusetts for the number 617 508 or 413 willy
i have one thing to say why does everyone say that spliting them up is such a bad thing i actually like my program launcher and file manager do be seperate it make things easier to figure out i mean take a look at os 2 s wps no flames i personally hate it cause i just have too much trouble figuring out how to do simple things like file copy and don t say just drag the icon cause i hate icons in the first place i have too much trouble telling what all those little push buttons mean i want f ile c opy etc although i know i m in the minority swyatt brahms udel edu no disclaimer i blame everything on someone else,i have one thing to say why does everyone say that spliting them up is such a bad thing i actually like my program launcher and file manager do be seperate it make things easier to figure out i mean take a look at os 2 s wps no flames i personally hate it cause i just have too much trouble figuring out how to do simple things like file copy and don t say just drag the icon cause i hate icons in the first place i have too much trouble telling what all those little push buttons mean i want f ile c opy etc although i know i m in the minority swyatt brahms udel edu no disclaimer i blame everything on someone else
i recently acquired an ast hot shot 286 accellerator board for an 8088 sans documentation does anyone know what the dip switches on the back of the card do did it come with software any help or information about the card would be greatly appreciated thanks rob robert m bultman speed scientific school university of louisville internet rmbult01 starbase spd louisville edu,i recently acquired an ast hot shot 286 accellerator board for an 8088 sans documentation does anyone know what the dip switches on the back of the card do did it come with software any help or information about the card would be greatly appreciated thanks rob robert m bultman speed scientific school university of louisville internet rmbult01 starbase spd louisville edu
i have read one report of a brave soul who rewired the 40 mhz clock and a higher speed clock oscillator s outputs through a double throw switch to allow different speeds there was no mention of any attempts to switch speeds on the fly but if the si uses timing loops anything like a quadra for accessing its floppy drive dynamic switching will wreak havoc a quadra must reboot after having its clock speed significantly changed or it will be unable to properly access its floppy drive,i have read one report of a brave soul who rewired the 40 mhz clock and a higher speed clock oscillator s outputs through a double throw switch to allow different speeds there was no mention of any attempts to switch speeds on the fly but if the si uses timing loops anything like a quadra for accessing its floppy drive dynamic switching will wreak havoc a quadra must reboot after having its clock speed significantly changed or it will be unable to properly access its floppy drive
the title says it all i need to know the 44 88 and 88c rom versions,the title says it all i need to know the 44 88 and 88c rom versions
i m looking for a font that looks like pixels off of a monitor not the lcd kind of font though does anyone know where i can get one,i m looking for a font that looks like pixels off of a monitor not the lcd kind of font though does anyone know where i can get one
hi i am working on a project for my marketing class and i d like to ask your help the assignment is to come up with a product and create a marketing plan for it technical issues are not terribly important at this point well my group s plan is to market a full page monitor for laptop computers it would be a third party product to be installed by authorized repair centers like newer technology s palettebook screen the idea is that the screen would fold in such a way that you would get twice the screen height of a normal screen remember technical issues aside in fact by adjusting the fold of the screen and the monitor configuration you could have regular or full height the screen would probably be monochrome the motivation behind this is that laptop computers seem to be very popular among business people business people also commonly use word processing and spreadsheet applications for which it is very convenient to see a large portion of the document because of the target users and applications color screens aren t really a neccessity we could hopefully keep the cost between 2000 and 3000 now please don t write this off as completely ridiculous i really need some constructive feedback so if you would please reply to me via email and let me know 1 if you would consider buying a full page laptop screen 2 how much you would be willing to pay for it 3 any helpful commentaries on the idea also if you take this idea and make a lot of money off it doubtful but who knows please send me some thanks in advance,hi i am working on a project for my marketing class and i d like to ask your help the assignment is to come up with a product and create a marketing plan for it technical issues are not terribly important at this point well my group s plan is to market a full page monitor for laptop computers it would be a third party product to be installed by authorized repair centers like newer technology s palettebook screen the idea is that the screen would fold in such a way that you would get twice the screen height of a normal screen remember technical issues aside in fact by adjusting the fold of the screen and the monitor configuration you could have regular or full height the screen would probably be monochrome the motivation behind this is that laptop computers seem to be very popular among business people business people also commonly use word processing and spreadsheet applications for which it is very convenient to see a large portion of the document because of the target users and applications color screens aren t really a neccessity we could hopefully keep the cost between 2000 and 3000 now please don t write this off as completely ridiculous i really need some constructive feedback so if you would please reply to me via email and let me know 1 if you would consider buying a full page laptop screen 2 how much you would be willing to pay for it 3 any helpful commentaries on the idea also if you take this idea and make a lot of money off it doubtful but who knows please send me some thanks in advance
why would it have to be much faster it probably is assuming an arm is about as efficient as a mips r3000 for integer calculations doing a compact video like digital video codec is an easy task for software motion pictures which is a lot like compact video though it predates it we get 48 frames sec at 320x240 on a decstation 5000 200 that machine has a 25 mhz mips r3000 burkhard neidecker lutz,why would it have to be much faster it probably is assuming an arm is about as efficient as a mips r3000 for integer calculations doing a compact video like digital video codec is an easy task for software motion pictures which is a lot like compact video though it predates it we get 48 frames sec at 320x240 on a decstation 5000 200 that machine has a 25 mhz mips r3000 burkhard neidecker lutz
to all hardware and firmware gurus my current home project is to build a huge paddle keyboard for a physically handicapped relative of mine my goal is for this keyboard to look exactly like an at sytle keyboard to its host system this will be a highly endowed keyboard with a little pcl from z world at its heart the only thing i lack is detailed information on the hardware signaling that the 486 with windows 3 1 and dos 5 0 will be expecting my project is independant of windows my hope is that some of you fellow window s users programmers will recognize what i need and be willing to point me in the right direction i have the winn l rosch hardware bible 2nd edition the hb gives most if not all of the information i will need concerning scan codes and even a wire diagram for the ps 2 style connector i will need but it leaves a number of important questions unanswered 1 is it synchronous or asynchronous serial communication i m guessing synchronous since the host is providing a clock in either event how is the data framed 2 is it half duplex or truly one way i m guessing half duplex since the host can turn leds on and off 3 are there any chipsets available for communicating with the at keyboard standard other than by cannibalizing a real keyboard if anyone knows of a book or article or any other written source of information on the above please advise me at gamet erg sri com whatever i do it must be safe for i cannot afford to replace the 486 in the event of a booboo thank you for your time danke fuer ihre zeit,to all hardware and firmware gurus my current home project is to build a huge paddle keyboard for a physically handicapped relative of mine my goal is for this keyboard to look exactly like an at sytle keyboard to its host system this will be a highly endowed keyboard with a little pcl from z world at its heart the only thing i lack is detailed information on the hardware signaling that the 486 with windows 3 1 and dos 5 0 will be expecting my project is independant of windows my hope is that some of you fellow window s users programmers will recognize what i need and be willing to point me in the right direction i have the winn l rosch hardware bible 2nd edition the hb gives most if not all of the information i will need concerning scan codes and even a wire diagram for the ps 2 style connector i will need but it leaves a number of important questions unanswered 1 is it synchronous or asynchronous serial communication i m guessing synchronous since the host is providing a clock in either event how is the data framed 2 is it half duplex or truly one way i m guessing half duplex since the host can turn leds on and off 3 are there any chipsets available for communicating with the at keyboard standard other than by cannibalizing a real keyboard if anyone knows of a book or article or any other written source of information on the above please advise me at gamet erg sri com whatever i do it must be safe for i cannot afford to replace the 486 in the event of a booboo thank you for your time danke fuer ihre zeit
my original post aha i think i found the problem and it isn t dirt another guy here was using a different kind of mouse and was using 640x400x16 video driver the default vga for windows he has an s3 localbus card like i do and when i loaded the s3 video driver in windows for him his mouse became jumpy too seems like it is the s3 driver is there any newer one than version 1 4 that would solve this problem it is really bad i have to use the keyboard instead sometimes the s3 w31 zip on cica is version 1 4 which is the same version that came with my card sean eckton computer support representative college of fine arts and communications d 406 hfac brigham young university provo ut 84602 801 378 3292,my original post aha i think i found the problem and it isn t dirt another guy here was using a different kind of mouse and was using 640x400x16 video driver the default vga for windows he has an s3 localbus card like i do and when i loaded the s3 video driver in windows for him his mouse became jumpy too seems like it is the s3 driver is there any newer one than version 1 4 that would solve this problem it is really bad i have to use the keyboard instead sometimes the s3 w31 zip on cica is version 1 4 which is the same version that came with my card sean eckton computer support representative college of fine arts and communications d 406 hfac brigham young university provo ut 84602 801 378 3292
i also had a simular problem with by nec p7 it went away when i turned on the print directly to parallel port option in the printer setup apallette mencsh tract und gott lacht,i also had a simular problem with by nec p7 it went away when i turned on the print directly to parallel port option in the printer setup apallette mencsh tract und gott lacht
does anybody out there have or used to have an hd controller from perstor system inc which is out of business i believe my friend received an old pc which happens to have such a controller and i am having a hard time trying to add another hd to the card i believe the controller is supposed to control mfm drives as rll drives here the model info on the card but any other similar model will probably do perstor system inc model ps 180 16fn rev 2 2 ecn 9 21 i would appreciate your reply directly to my e mail address below thanks ray rngai oracle com,does anybody out there have or used to have an hd controller from perstor system inc which is out of business i believe my friend received an old pc which happens to have such a controller and i am having a hard time trying to add another hd to the card i believe the controller is supposed to control mfm drives as rll drives here the model info on the card but any other similar model will probably do perstor system inc model ps 180 16fn rev 2 2 ecn 9 21 i would appreciate your reply directly to my e mail address below thanks ray rngai oracle com
,
is impulse shipping imagine for the pc386 486 how close is it to the amiga s imagine 2 0 in terms of features,is impulse shipping imagine for the pc386 486 how close is it to the amiga s imagine 2 0 in terms of features
i also noticed this was out the readme that comes with it doesn t tell you squat except to warn you that bad things may happen anyone have any idea what these can do for me in terms of say performance,i also noticed this was out the readme that comes with it doesn t tell you squat except to warn you that bad things may happen anyone have any idea what these can do for me in terms of say performance
i have a mac plus with 2 5mb ram i have just bought an extra 2mb so that i can have the max 4mb ram that a plus supports however i can t get it to boot after i install the 2 extra simms instead i get a sad mac sorry but i can t remember the code looking at the motherboard i can see that 2 resistors have been snipped off where it says 256kb path 1 row i assume that was done when the first 1mb simms were added so my question is are there any other resistors that need snipping or do i have bum simms which need to be exchanged any and all advice will be appreciated,i have a mac plus with 2 5mb ram i have just bought an extra 2mb so that i can have the max 4mb ram that a plus supports however i can t get it to boot after i install the 2 extra simms instead i get a sad mac sorry but i can t remember the code looking at the motherboard i can see that 2 resistors have been snipped off where it says 256kb path 1 row i assume that was done when the first 1mb simms were added so my question is are there any other resistors that need snipping or do i have bum simms which need to be exchanged any and all advice will be appreciated
from article 1rc07h ern olivea atc olivetti com by manu oas olivetti com manu das the window is probobly on top but the lower windows are drawing over it try using ws clipsibling to keep the lower siblings from drawing on the top sibling s space,from article 1rc07h ern olivea atc olivetti com by manu oas olivetti com manu das the window is probobly on top but the lower windows are drawing over it try using ws clipsibling to keep the lower siblings from drawing on the top sibling s space
i m looking for the e mail address of the caere corporation their address is caere corporation 100 cooper court los gatos califonia 95030 if you know the address o have access to find it please could you send it to me my e mail address is zia uk ac ed castle thanking you in advance,i m looking for the e mail address of the caere corporation their address is caere corporation 100 cooper court los gatos califonia 95030 if you know the address o have access to find it please could you send it to me my e mail address is zia uk ac ed castle thanking you in advance
wow what did you use it for single tasked word processing i have 8 files loaded right now and a 29 mb virtual machine 12mb of ram my friend down the street gripes that he can t even format a floppy in the background many unix people love os 2 because they are used to multi tasking systems too bad they hold a gun to the mouse piper while they throw mice at their new trap trying to get it to work,wow what did you use it for single tasked word processing i have 8 files loaded right now and a 29 mb virtual machine 12mb of ram my friend down the street gripes that he can t even format a floppy in the background many unix people love os 2 because they are used to multi tasking systems too bad they hold a gun to the mouse piper while they throw mice at their new trap trying to get it to work
i had this problem when i first loaded windows my i o card is for 2 hd s 2 fd s 1 parrelel 2 serial 1 for mouse and 1 for my external modem and a game port problem enters the darn serial ports have no selection for com settings they are stuck on 3 and 4 good card for hd s and fd s but lousy for serial i called microsoft and other places the long and short of it is windows wants com1 and 2 only for mouse selection i went out and bought a small i o card just for parrelel and serial now i have all 4 active com ports and lpt1 and lpt2 this half card was less than 20 mouse on com 1 external modem on com 2 i disabled the lpt2 so i could use the interupt for my scanner card irq c ya artin,i had this problem when i first loaded windows my i o card is for 2 hd s 2 fd s 1 parrelel 2 serial 1 for mouse and 1 for my external modem and a game port problem enters the darn serial ports have no selection for com settings they are stuck on 3 and 4 good card for hd s and fd s but lousy for serial i called microsoft and other places the long and short of it is windows wants com1 and 2 only for mouse selection i went out and bought a small i o card just for parrelel and serial now i have all 4 active com ports and lpt1 and lpt2 this half card was less than 20 mouse on com 1 external modem on com 2 i disabled the lpt2 so i could use the interupt for my scanner card irq c ya artin
yes but what if my monitor only has 3 bnc s on it and is expecting to get a composite sync signal on the green there ought to be a little black box that takes the vga signalling which has horiz vert and composite sync on different pins plus the r g and b pairs and merges the green and composite sync together in the output it s all 1v analog as far as i know i can build this with op amps but i don t think i can get the shielding done well enough to handle the frequencies involved without lots of shadows and junk on the screen does anyone know of a vga rgb composite sync on green converter,yes but what if my monitor only has 3 bnc s on it and is expecting to get a composite sync signal on the green there ought to be a little black box that takes the vga signalling which has horiz vert and composite sync on different pins plus the r g and b pairs and merges the green and composite sync together in the output it s all 1v analog as far as i know i can build this with op amps but i don t think i can get the shielding done well enough to handle the frequencies involved without lots of shadows and junk on the screen does anyone know of a vga rgb composite sync on green converter
